event_occurrence_id,event_name,event_date_time_start,event_date_time_end,event_location,event_capacity,event_registration_deadline
520,Data Science Study Group,6/4/25 10:00,6/4/25 12:00,Community Center Room A,100,5/28/25 10:00
521,Data Science Study Group,5/1/24 10:00,5/1/24 12:00,Virtual Zoom,100,4/24/24 10:00
522,Data Science Study Group,12/15/21 10:00,12/15/21 12:00,Virtual Zoom,100,12/8/21 10:00
523,Girls in STEAM Mentoring,9/13/22 10:00,9/13/22 12:00,Community Center Room A,100,9/6/22 10:00
524,Robotics Lab Saturday,12/17/22 10:00,12/17/22 12:00,Ella Rises HQ,100,12/10/22 10:00
525,Data Science Study Group,9/20/23 10:00,9/20/23 12:00,Community Center Room A,100,9/13/23 10:00
526,Robotics Lab Saturday,10/26/24 10:00,10/26/24 12:00,Virtual Zoom,100,10/19/24 10:00
527,Web Dev Bootcamp Night,7/18/25 10:00,7/18/25 12:00,Virtual Zoom,100,7/11/25 10:00
528,Robotics Lab Saturday,12/21/24 10:00,12/21/24 12:00,Local Library,100,12/14/24 10:00
529,Web Dev Bootcamp Night,10/25/24 10:00,10/25/24 12:00,Virtual Zoom,100,10/18/24 10:00
530,Data Science Study Group,12/27/23 10:00,12/27/23 12:00,Community Center Room A,100,12/20/23 10:00
531,Intro to Painting Class,5/23/24 10:00,5/23/24 12:00,Art Studio 2,100,5/16/24 10:00
532,Girls in STEAM Mentoring,7/19/22 10:00,7/19/22 12:00,Virtual Zoom,100,7/12/22 10:00
533,Intro to Painting Class,2/1/24 10:00,2/1/24 12:00,Art Studio 2,100,1/25/24 10:00
534,Intro to Painting Class,6/27/24 10:00,6/27/24 12:00,Virtual Zoom,100,6/20/24 10:00
535,Girls in STEAM Mentoring,10/17/23 10:00,10/17/23 12:00,Art Studio 2,100,10/10/23 10:00
536,Monthly Art Studio Workshop,8/15/23 10:00,8/15/23 12:00,Local Library,100,8/8/23 10:00
537,Robotics Lab Saturday,4/23/22 10:00,4/23/22 12:00,Local Library,100,4/16/22 10:00
538,Web Dev Bootcamp Night,6/13/25 10:00,6/13/25 12:00,Virtual Zoom,100,6/6/25 10:00
539,Web Dev Bootcamp Night,4/21/23 10:00,4/21/23 12:00,Local Library,100,4/14/23 10:00
540,Monthly Art Studio Workshop,3/15/22 10:00,3/15/22 12:00,Local Library,100,3/8/22 10:00
541,Data Science Study Group,9/27/23 10:00,9/27/23 12:00,Local Library,100,9/20/23 10:00
542,Mentor Office Hours,11/20/22 10:00,11/20/22 12:00,Art Studio 2,100,11/13/22 10:00
543,Monthly Coding Club,7/15/23 10:00,7/15/23 12:00,Virtual Zoom,100,7/8/23 10:00
544,Girls in STEAM Mentoring,1/14/25 10:00,1/14/25 12:00,Local Library,100,1/7/25 10:00
545,Web Dev Bootcamp Night,9/19/25 10:00,9/19/25 12:00,Virtual Zoom,100,9/12/25 10:00
546,Web Dev Bootcamp Night,5/20/22 10:00,5/20/22 12:00,Ella Rises HQ,100,5/13/22 10:00
547,Web Dev Bootcamp Night,1/5/24 10:00,1/5/24 12:00,Virtual Zoom,100,12/29/23 10:00
548,Girls in STEAM Mentoring,1/30/24 10:00,1/30/24 12:00,Community Center Room A,100,1/23/24 10:00
549,Data Science Study Group,8/27/25 10:00,8/27/25 12:00,Virtual Zoom,100,8/20/25 10:00
550,Leadership Circle Meetup,10/15/23 10:00,10/15/23 12:00,Art Studio 2,100,10/8/23 10:00
551,Monthly Coding Club,2/15/23 10:00,2/15/23 12:00,Ella Rises HQ,100,2/8/23 10:00
552,Web Dev Bootcamp Night,7/28/23 10:00,7/28/23 12:00,Local Library,100,7/21/23 10:00
553,Intro to Painting Class,6/22/23 10:00,6/22/23 12:00,Local Library,100,6/15/23 10:00
554,Robotics Lab Saturday,9/7/24 10:00,9/7/24 12:00,Art Studio 2,100,8/31/24 10:00
555,Data Science Study Group,6/14/23 10:00,6/14/23 12:00,Ella Rises HQ,100,6/7/23 10:00
556,Mentor Office Hours,5/4/25 10:00,5/4/25 12:00,Ella Rises HQ,100,4/27/25 10:00
557,Data Science Study Group,2/14/24 10:00,2/14/24 12:00,Ella Rises HQ,100,2/7/24 10:00
558,Mentor Office Hours,10/26/25 10:00,10/26/25 12:00,Art Studio 2,100,10/19/25 10:00
559,Web Dev Bootcamp Night,8/19/22 10:00,8/19/22 12:00,Ella Rises HQ,100,8/12/22 10:00
560,Data Science Study Group,4/13/22 10:00,4/13/22 12:00,Community Center Room A,100,4/6/22 10:00
561,Intro to Painting Class,10/26/23 10:00,10/26/23 12:00,Ella Rises HQ,100,10/19/23 10:00
562,Data Science Study Group,10/16/24 10:00,10/16/24 12:00,Ella Rises HQ,100,10/9/24 10:00
563,Monthly Art Studio Workshop,4/15/23 10:00,4/15/23 12:00,Community Center Room A,100,4/8/23 10:00
564,Web Dev Bootcamp Night,10/18/24 10:00,10/18/24 12:00,Virtual Zoom,100,10/11/24 10:00
565,Robotics Lab Saturday,2/15/25 10:00,2/15/25 12:00,Local Library,100,2/8/25 10:00
566,Girls in STEAM Mentoring,9/6/22 10:00,9/6/22 12:00,Local Library,100,8/30/22 10:00
567,Mentor Office Hours,4/3/22 10:00,4/3/22 12:00,Art Studio 2,100,3/27/22 10:00
568,Girls in STEAM Mentoring,10/4/22 10:00,10/4/22 12:00,Community Center Room A,100,9/27/22 10:00
569,Girls in STEAM Mentoring,2/6/24 10:00,2/6/24 12:00,Art Studio 2,100,1/30/24 10:00
570,Robotics Lab Saturday,8/30/25 10:00,8/30/25 12:00,Ella Rises HQ,100,8/23/25 10:00
571,Monthly Coding Club,5/15/24 10:00,5/15/24 12:00,Ella Rises HQ,100,5/8/24 10:00
572,Data Science Study Group,3/26/25 10:00,3/26/25 12:00,Local Library,100,3/19/25 10:00
573,Monthly Coding Club,6/15/23 10:00,6/15/23 12:00,Art Studio 2,100,6/8/23 10:00
574,Data Science Study Group,3/2/22 10:00,3/2/22 12:00,Art Studio 2,100,2/23/22 10:00
575,Girls in STEAM Mentoring,11/28/23 10:00,11/28/23 12:00,Virtual Zoom,100,11/21/23 10:00
576,Girls in STEAM Mentoring,1/31/23 10:00,1/31/23 12:00,Ella Rises HQ,100,1/24/23 10:00
577,Web Dev Bootcamp Night,10/13/23 10:00,10/13/23 12:00,Community Center Room A,100,10/6/23 10:00
578,Monthly Coding Club,10/15/25 10:00,10/15/25 12:00,Ella Rises HQ,100,10/8/25 10:00
579,Leadership Circle Meetup,1/15/22 10:00,1/15/22 12:00,Art Studio 2,100,1/8/22 10:00
580,Girls in STEAM Mentoring,4/29/25 10:00,4/29/25 12:00,Local Library,100,4/22/25 10:00
581,Intro to Painting Class,9/12/24 10:00,9/12/24 12:00,Community Center Room A,100,9/5/24 10:00
582,Intro to Painting Class,12/7/23 10:00,12/7/23 12:00,Virtual Zoom,100,11/30/23 10:00
583,Data Science Study Group,8/20/25 10:00,8/20/25 12:00,Local Library,100,8/13/25 10:00
584,Intro to Painting Class,11/24/22 10:00,11/24/22 12:00,Ella Rises HQ,100,11/17/22 10:00
585,Data Science Study Group,9/3/25 10:00,9/3/25 12:00,Art Studio 2,100,8/27/25 10:00
586,Web Dev Bootcamp Night,7/21/23 10:00,7/21/23 12:00,Ella Rises HQ,100,7/14/23 10:00
587,Robotics Lab Saturday,3/18/23 10:00,3/18/23 12:00,Virtual Zoom,100,3/11/23 10:00
588,Data Science Study Group,9/21/22 10:00,9/21/22 12:00,Local Library,100,9/14/22 10:00
589,Web Dev Bootcamp Night,3/3/23 10:00,3/3/23 12:00,Ella Rises HQ,100,2/24/23 10:00
590,Data Science Study Group,3/22/23 10:00,3/22/23 12:00,Virtual Zoom,100,3/15/23 10:00
591,Intro to Painting Class,4/3/25 10:00,4/3/25 12:00,Art Studio 2,100,3/27/25 10:00
592,Girls in STEAM Mentoring,3/12/24 10:00,3/12/24 12:00,Art Studio 2,100,3/5/24 10:00
593,Leadership Circle Meetup,9/15/24 10:00,9/15/24 12:00,Community Center Room A,100,9/8/24 10:00
594,Leadership Circle Meetup,5/15/24 10:00,5/15/24 12:00,Virtual Zoom,100,5/8/24 10:00
595,Intro to Painting Class,6/16/22 10:00,6/16/22 12:00,Art Studio 2,100,6/9/22 10:00
596,Web Dev Bootcamp Night,11/7/25 10:00,11/7/25 12:00,Community Center Room A,100,10/31/25 10:00
597,Girls in STEAM Mentoring,10/25/22 10:00,10/25/22 12:00,Local Library,100,10/18/22 10:00
598,Girls in STEAM Mentoring,7/23/24 10:00,7/23/24 12:00,Ella Rises HQ,100,7/16/24 10:00
599,Web Dev Bootcamp Night,7/7/23 10:00,7/7/23 12:00,Local Library,100,6/30/23 10:00
600,Data Science Study Group,11/17/21 10:00,11/17/21 12:00,Art Studio 2,100,11/10/21 10:00
601,Robotics Lab Saturday,1/11/25 10:00,1/11/25 12:00,Art Studio 2,100,1/4/25 10:00
602,Monthly Coding Club,6/15/25 10:00,6/15/25 12:00,Local Library,100,6/8/25 10:00
603,Monthly Coding Club,11/15/25 10:00,11/15/25 12:00,Virtual Zoom,100,11/8/25 10:00
604,Data Science Study Group,9/17/25 10:00,9/17/25 12:00,Virtual Zoom,100,9/10/25 10:00
605,Web Dev Bootcamp Night,3/31/23 10:00,3/31/23 12:00,Local Library,100,3/24/23 10:00
606,Monthly Coding Club,11/15/22 10:00,11/15/22 12:00,Local Library,100,11/8/22 10:00
607,Intro to Painting Class,7/27/23 10:00,7/27/23 12:00,Virtual Zoom,100,7/20/23 10:00
608,Girls in STEAM Mentoring,2/1/22 10:00,2/1/22 12:00,Ella Rises HQ,100,1/25/22 10:00
609,Girls in STEAM Mentoring,5/9/23 10:00,5/9/23 12:00,Art Studio 2,100,5/2/23 10:00
610,Robotics Lab Saturday,6/22/24 10:00,6/22/24 12:00,Community Center Room A,100,6/15/24 10:00
611,Web Dev Bootcamp Night,12/17/21 10:00,12/17/21 12:00,Art Studio 2,100,12/10/21 10:00
612,Data Science Study Group,10/30/24 10:00,10/30/24 12:00,Art Studio 2,100,10/23/24 10:00
613,Intro to Painting Class,1/30/25 10:00,1/30/25 12:00,Local Library,100,1/23/25 10:00
614,Girls in STEAM Mentoring,7/1/25 10:00,7/1/25 12:00,Art Studio 2,100,6/24/25 10:00
615,Intro to Painting Class,2/24/22 10:00,2/24/22 12:00,Art Studio 2,100,2/17/22 10:00
616,Girls in STEAM Mentoring,7/22/25 10:00,7/22/25 12:00,Community Center Room A,100,7/15/25 10:00
617,Data Science Study Group,4/19/23 10:00,4/19/23 12:00,Local Library,100,4/12/23 10:00
618,Data Science Study Group,6/21/23 10:00,6/21/23 12:00,Ella Rises HQ,100,6/14/23 10:00
619,Robotics Lab Saturday,3/23/24 10:00,3/23/24 12:00,Local Library,100,3/16/24 10:00
620,Girls in STEAM Mentoring,10/8/24 10:00,10/8/24 12:00,Art Studio 2,100,10/1/24 10:00
621,Data Science Study Group,5/29/24 10:00,5/29/24 12:00,Ella Rises HQ,100,5/22/24 10:00
622,Data Science Study Group,12/11/24 10:00,12/11/24 12:00,Local Library,100,12/4/24 10:00
623,Data Science Study Group,6/19/24 10:00,6/19/24 12:00,Art Studio 2,100,6/12/24 10:00
624,Robotics Lab Saturday,2/17/24 10:00,2/17/24 12:00,Ella Rises HQ,100,2/10/24 10:00
625,Robotics Lab Saturday,2/1/25 10:00,2/1/25 12:00,Art Studio 2,100,1/25/25 10:00
626,Monthly Coding Club,10/15/22 10:00,10/15/22 12:00,Virtual Zoom,100,10/8/22 10:00
627,Robotics Lab Saturday,2/11/23 10:00,2/11/23 12:00,Ella Rises HQ,100,2/4/23 10:00
628,Intro to Painting Class,10/10/24 10:00,10/10/24 12:00,Ella Rises HQ,100,10/3/24 10:00
629,Robotics Lab Saturday,9/23/23 10:00,9/23/23 12:00,Community Center Room A,100,9/16/23 10:00
630,Data Science Study Group,5/4/22 10:00,5/4/22 12:00,Community Center Room A,100,4/27/22 10:00
631,Intro to Painting Class,11/6/25 10:00,11/6/25 12:00,Local Library,100,10/30/25 10:00
632,Robotics Lab Saturday,6/29/24 10:00,6/29/24 12:00,Virtual Zoom,100,6/22/24 10:00
633,Girls in STEAM Mentoring,10/29/24 10:00,10/29/24 12:00,Local Library,100,10/22/24 10:00
634,Girls in STEAM Mentoring,10/18/22 10:00,10/18/22 12:00,Virtual Zoom,100,10/11/22 10:00
635,Girls in STEAM Mentoring,3/5/24 10:00,3/5/24 12:00,Local Library,100,2/27/24 10:00
636,Mentor Office Hours,6/4/23 10:00,6/4/23 12:00,Ella Rises HQ,100,5/28/23 10:00
637,Mentor Office Hours,2/2/25 10:00,2/2/25 12:00,Local Library,100,1/26/25 10:00
638,Web Dev Bootcamp Night,8/25/23 10:00,8/25/23 12:00,Ella Rises HQ,100,8/18/23 10:00
639,Data Science Study Group,6/15/22 10:00,6/15/22 12:00,Community Center Room A,100,6/8/22 10:00
640,Data Science Study Group,11/24/21 10:00,11/24/21 12:00,Virtual Zoom,100,11/17/21 10:00
641,Data Science Study Group,1/3/24 10:00,1/3/24 12:00,Community Center Room A,100,12/27/23 10:00
642,Mentor Office Hours,11/28/21 10:00,11/28/21 12:00,Virtual Zoom,100,11/21/21 10:00
643,Intro to Painting Class,10/19/23 10:00,10/19/23 12:00,Community Center Room A,100,10/12/23 10:00
644,Web Dev Bootcamp Night,11/3/23 10:00,11/3/23 12:00,Ella Rises HQ,100,10/27/23 10:00
645,Girls in STEAM Mentoring,11/14/23 10:00,11/14/23 12:00,Community Center Room A,100,11/7/23 10:00
646,Web Dev Bootcamp Night,6/6/25 10:00,6/6/25 12:00,Community Center Room A,100,5/30/25 10:00
647,Girls in STEAM Mentoring,12/31/24 10:00,12/31/24 12:00,Virtual Zoom,100,12/24/24 10:00
648,Mentor Office Hours,12/10/23 10:00,12/10/23 12:00,Ella Rises HQ,100,12/3/23 10:00
649,Mentor Office Hours,10/9/22 10:00,10/9/22 12:00,Local Library,100,10/2/22 10:00
650,Mentor Office Hours,12/17/23 10:00,12/17/23 12:00,Ella Rises HQ,100,12/10/23 10:00
651,Robotics Lab Saturday,7/29/23 10:00,7/29/23 12:00,Virtual Zoom,100,7/22/23 10:00
652,Web Dev Bootcamp Night,11/25/22 10:00,11/25/22 12:00,Virtual Zoom,100,11/18/22 10:00
653,Intro to Painting Class,4/13/23 10:00,4/13/23 12:00,Virtual Zoom,100,4/6/23 10:00
654,Girls in STEAM Mentoring,1/28/25 10:00,1/28/25 12:00,Community Center Room A,100,1/21/25 10:00
655,Data Science Study Group,3/29/23 10:00,3/29/23 12:00,Community Center Room A,100,3/22/23 10:00
656,Mentor Office Hours,4/9/23 10:00,4/9/23 12:00,Ella Rises HQ,100,4/2/23 10:00
657,Mentor Office Hours,7/9/23 10:00,7/9/23 12:00,Art Studio 2,100,7/2/23 10:00
658,Data Science Study Group,3/27/24 10:00,3/27/24 12:00,Art Studio 2,100,3/20/24 10:00
659,Monthly Art Studio Workshop,2/15/25 10:00,2/15/25 12:00,Local Library,100,2/8/25 10:00
660,Robotics Lab Saturday,11/25/23 10:00,11/25/23 12:00,Ella Rises HQ,100,11/18/23 10:00
661,Robotics Lab Saturday,10/7/23 10:00,10/7/23 12:00,Virtual Zoom,100,9/30/23 10:00
662,Girls in STEAM Mentoring,9/26/23 10:00,9/26/23 12:00,Local Library,100,9/19/23 10:00
663,Mentor Office Hours,8/4/24 10:00,8/4/24 12:00,Community Center Room A,100,7/28/24 10:00
664,Mentor Office Hours,2/18/24 10:00,2/18/24 12:00,Ella Rises HQ,100,2/11/24 10:00
665,Mentor Office Hours,7/30/23 10:00,7/30/23 12:00,Ella Rises HQ,100,7/23/23 10:00
666,Leadership Circle Meetup,1/15/23 10:00,1/15/23 12:00,Local Library,100,1/8/23 10:00
667,Leadership Circle Meetup,1/15/25 10:00,1/15/25 12:00,Ella Rises HQ,100,1/8/25 10:00
668,Data Science Study Group,3/6/24 10:00,3/6/24 12:00,Virtual Zoom,100,2/28/24 10:00
669,Robotics Lab Saturday,7/16/22 10:00,7/16/22 12:00,Local Library,100,7/9/22 10:00
670,Intro to Painting Class,3/9/23 10:00,3/9/23 12:00,Ella Rises HQ,100,3/2/23 10:00
671,Mentor Office Hours,11/5/23 10:00,11/5/23 12:00,Virtual Zoom,100,10/29/23 10:00
672,Web Dev Bootcamp Night,8/22/25 10:00,8/22/25 12:00,Ella Rises HQ,100,8/15/25 10:00
673,Intro to Painting Class,7/24/25 10:00,7/24/25 12:00,Community Center Room A,100,7/17/25 10:00
674,Monthly Coding Club,8/15/25 10:00,8/15/25 12:00,Ella Rises HQ,100,8/8/25 10:00
675,Girls in STEAM Mentoring,2/21/23 10:00,2/21/23 12:00,Virtual Zoom,100,2/14/23 10:00
676,Data Science Study Group,8/7/24 10:00,8/7/24 12:00,Ella Rises HQ,100,7/31/24 10:00
677,Monthly Coding Club,7/15/25 10:00,7/15/25 12:00,Ella Rises HQ,100,7/8/25 10:00
678,Girls in STEAM Mentoring,7/25/23 10:00,7/25/23 12:00,Local Library,100,7/18/23 10:00
679,Mentor Office Hours,4/7/24 10:00,4/7/24 12:00,Ella Rises HQ,100,3/31/24 10:00
680,Girls in STEAM Mentoring,1/9/24 10:00,1/9/24 12:00,Ella Rises HQ,100,1/2/24 10:00
681,Girls in STEAM Mentoring,5/23/23 10:00,5/23/23 12:00,Art Studio 2,100,5/16/23 10:00
682,Monthly Art Studio Workshop,5/15/23 10:00,5/15/23 12:00,Ella Rises HQ,100,5/8/23 10:00
683,Intro to Painting Class,1/25/24 10:00,1/25/24 12:00,Virtual Zoom,100,1/18/24 10:00
684,Girls in STEAM Mentoring,6/27/23 10:00,6/27/23 12:00,Community Center Room A,100,6/20/23 10:00
685,Web Dev Bootcamp Night,1/10/25 10:00,1/10/25 12:00,Virtual Zoom,100,1/3/25 10:00
686,Girls in STEAM Mentoring,5/17/22 10:00,5/17/22 12:00,Local Library,100,5/10/22 10:00
687,Robotics Lab Saturday,4/12/25 10:00,4/12/25 12:00,Ella Rises HQ,100,4/5/25 10:00
688,Girls in STEAM Mentoring,4/16/24 10:00,4/16/24 12:00,Local Library,100,4/9/24 10:00
689,Girls in STEAM Mentoring,12/10/24 10:00,12/10/24 12:00,Local Library,100,12/3/24 10:00
690,Intro to Painting Class,4/18/24 10:00,4/18/24 12:00,Art Studio 2,100,4/11/24 10:00
691,Mentor Office Hours,4/2/23 10:00,4/2/23 12:00,Local Library,100,3/26/23 10:00
692,Mentor Office Hours,1/9/22 10:00,1/9/22 12:00,Local Library,100,1/2/22 10:00
693,Leadership Circle Meetup,2/15/25 10:00,2/15/25 12:00,Virtual Zoom,100,2/8/25 10:00
694,Mentor Office Hours,8/13/23 10:00,8/13/23 12:00,Art Studio 2,100,8/6/23 10:00
695,Girls in STEAM Mentoring,8/26/25 10:00,8/26/25 12:00,Community Center Room A,100,8/19/25 10:00
696,Girls in STEAM Mentoring,5/31/22 10:00,5/31/22 12:00,Ella Rises HQ,100,5/24/22 10:00
697,Web Dev Bootcamp Night,11/4/22 10:00,11/4/22 12:00,Community Center Room A,100,10/28/22 10:00
698,Mentor Office Hours,9/24/23 10:00,9/24/23 12:00,Art Studio 2,100,9/17/23 10:00
699,Web Dev Bootcamp Night,6/17/22 10:00,6/17/22 12:00,Community Center Room A,100,6/10/22 10:00
700,Robotics Lab Saturday,3/26/22 10:00,3/26/22 12:00,Local Library,100,3/19/22 10:00
701,Intro to Painting Class,10/30/25 10:00,10/30/25 12:00,Virtual Zoom,100,10/23/25 10:00
702,Web Dev Bootcamp Night,12/24/21 10:00,12/24/21 12:00,Virtual Zoom,100,12/17/21 10:00
703,Web Dev Bootcamp Night,5/23/25 10:00,5/23/25 12:00,Local Library,100,5/16/25 10:00
704,Monthly Coding Club,10/15/24 10:00,10/15/24 12:00,Ella Rises HQ,100,10/8/24 10:00
705,Girls in STEAM Mentoring,9/19/23 10:00,9/19/23 12:00,Ella Rises HQ,100,9/12/23 10:00
706,Data Science Study Group,6/26/24 10:00,6/26/24 12:00,Art Studio 2,100,6/19/24 10:00
707,Web Dev Bootcamp Night,12/20/24 10:00,12/20/24 12:00,Local Library,100,12/13/24 10:00
708,Mentor Office Hours,10/19/25 10:00,10/19/25 12:00,Local Library,100,10/12/25 10:00
709,Mentor Office Hours,11/17/24 10:00,11/17/24 12:00,Local Library,100,11/10/24 10:00
710,Data Science Study Group,1/15/25 10:00,1/15/25 12:00,Virtual Zoom,100,1/8/25 10:00
711,Robotics Lab Saturday,11/1/25 10:00,11/1/25 12:00,Virtual Zoom,100,10/25/25 10:00
712,Web Dev Bootcamp Night,10/6/23 10:00,10/6/23 12:00,Art Studio 2,100,9/29/23 10:00
713,Robotics Lab Saturday,9/30/23 10:00,9/30/23 12:00,Local Library,100,9/23/23 10:00
714,Robotics Lab Saturday,11/26/22 10:00,11/26/22 12:00,Community Center Room A,100,11/19/22 10:00
715,Web Dev Bootcamp Night,2/18/22 10:00,2/18/22 12:00,Local Library,100,2/11/22 10:00
716,Data Science Study Group,11/13/24 10:00,11/13/24 12:00,Local Library,100,11/6/24 10:00
717,Mentor Office Hours,1/8/23 10:00,1/8/23 12:00,Community Center Room A,100,1/1/23 10:00
718,Monthly Art Studio Workshop,9/15/22 10:00,9/15/22 12:00,Community Center Room A,100,9/8/22 10:00
719,Girls in STEAM Mentoring,11/16/21 10:00,11/16/21 12:00,Art Studio 2,100,11/9/21 10:00
720,Web Dev Bootcamp Night,12/30/22 10:00,12/30/22 12:00,Ella Rises HQ,100,12/23/22 10:00
721,Girls in STEAM Mentoring,11/12/24 10:00,11/12/24 12:00,Virtual Zoom,100,11/5/24 10:00
722,Data Science Study Group,8/3/22 10:00,8/3/22 12:00,Local Library,100,7/27/22 10:00
723,Robotics Lab Saturday,12/18/21 10:00,12/18/21 12:00,Local Library,100,12/11/21 10:00
724,Girls in STEAM Mentoring,12/20/22 10:00,12/20/22 12:00,Community Center Room A,100,12/13/22 10:00
725,Data Science Study Group,2/28/24 10:00,2/28/24 12:00,Virtual Zoom,100,2/21/24 10:00
726,Mentor Office Hours,2/9/25 10:00,2/9/25 12:00,Ella Rises HQ,100,2/2/25 10:00
727,Web Dev Bootcamp Night,6/30/23 10:00,6/30/23 12:00,Virtual Zoom,100,6/23/23 10:00
728,Web Dev Bootcamp Night,3/15/24 10:00,3/15/24 12:00,Ella Rises HQ,100,3/8/24 10:00
729,Data Science Study Group,2/12/25 10:00,2/12/25 12:00,Art Studio 2,100,2/5/25 10:00
730,Robotics Lab Saturday,5/20/23 10:00,5/20/23 12:00,Local Library,100,5/13/23 10:00
731,Web Dev Bootcamp Night,5/5/23 10:00,5/5/23 12:00,Virtual Zoom,100,4/28/23 10:00
732,Monthly Coding Club,3/15/22 10:00,3/15/22 12:00,Local Library,100,3/8/22 10:00
733,Robotics Lab Saturday,10/18/25 10:00,10/18/25 12:00,Local Library,100,10/11/25 10:00
734,Intro to Painting Class,10/20/22 10:00,10/20/22 12:00,Virtual Zoom,100,10/13/22 10:00
735,Mentor Office Hours,5/19/24 10:00,5/19/24 12:00,Art Studio 2,100,5/12/24 10:00
736,Data Science Study Group,2/2/22 10:00,2/2/22 12:00,Ella Rises HQ,100,1/26/22 10:00
737,Monthly Coding Club,12/15/24 10:00,12/15/24 12:00,Virtual Zoom,100,12/8/24 10:00
738,Data Science Study Group,6/5/24 10:00,6/5/24 12:00,Art Studio 2,100,5/29/24 10:00
739,Monthly Art Studio Workshop,12/15/21 10:00,12/15/21 12:00,Ella Rises HQ,100,12/8/21 10:00
740,Monthly Coding Club,2/15/22 10:00,2/15/22 12:00,Ella Rises HQ,100,2/8/22 10:00
741,Data Science Study Group,12/20/23 10:00,12/20/23 12:00,Local Library,100,12/13/23 10:00
742,Robotics Lab Saturday,6/11/22 10:00,6/11/22 12:00,Ella Rises HQ,100,6/4/22 10:00
743,Intro to Painting Class,6/30/22 10:00,6/30/22 12:00,Local Library,100,6/23/22 10:00
744,Web Dev Bootcamp Night,9/6/24 10:00,9/6/24 12:00,Virtual Zoom,100,8/30/24 10:00
745,Leadership Circle Meetup,8/15/23 10:00,8/15/23 12:00,Ella Rises HQ,100,8/8/23 10:00
746,Intro to Painting Class,1/11/24 10:00,1/11/24 12:00,Ella Rises HQ,100,1/4/24 10:00
747,Mentor Office Hours,5/28/23 10:00,5/28/23 12:00,Virtual Zoom,100,5/21/23 10:00
748,Intro to Painting Class,12/16/21 10:00,12/16/21 12:00,Virtual Zoom,100,12/9/21 10:00
749,Robotics Lab Saturday,5/10/25 10:00,5/10/25 12:00,Ella Rises HQ,100,5/3/25 10:00
750,Intro to Painting Class,5/9/24 10:00,5/9/24 12:00,Ella Rises HQ,100,5/2/24 10:00
751,Girls in STEAM Mentoring,4/22/25 10:00,4/22/25 12:00,Local Library,100,4/15/25 10:00
752,Monthly Art Studio Workshop,5/15/22 10:00,5/15/22 12:00,Community Center Room A,100,5/8/22 10:00
753,Mentor Office Hours,9/3/23 10:00,9/3/23 12:00,Community Center Room A,100,8/27/23 10:00
754,Data Science Study Group,11/27/24 10:00,11/27/24 12:00,Local Library,100,11/20/24 10:00
755,Intro to Painting Class,11/18/21 10:00,11/18/21 12:00,Community Center Room A,100,11/11/21 10:00
756,Monthly Art Studio Workshop,1/15/24 10:00,1/15/24 12:00,Community Center Room A,100,1/8/24 10:00
757,Web Dev Bootcamp Night,11/1/24 10:00,11/1/24 12:00,Community Center Room A,100,10/25/24 10:00
758,Web Dev Bootcamp Night,8/5/22 10:00,8/5/22 12:00,Ella Rises HQ,100,7/29/22 10:00
759,Girls in STEAM Mentoring,6/24/25 10:00,6/24/25 12:00,Ella Rises HQ,100,6/17/25 10:00
760,Mentor Office Hours,2/11/24 10:00,2/11/24 12:00,Community Center Room A,100,2/4/24 10:00
761,Intro to Painting Class,4/10/25 10:00,4/10/25 12:00,Art Studio 2,100,4/3/25 10:00
762,Web Dev Bootcamp Night,2/17/23 10:00,2/17/23 12:00,Community Center Room A,100,2/10/23 10:00
763,Leadership Circle Meetup,8/15/24 10:00,8/15/24 12:00,Local Library,100,8/8/24 10:00
764,Girls in STEAM Mentoring,6/10/25 10:00,6/10/25 12:00,Ella Rises HQ,100,6/3/25 10:00
765,Data Science Study Group,7/3/24 10:00,7/3/24 12:00,Community Center Room A,100,6/26/24 10:00
766,Robotics Lab Saturday,11/20/21 10:00,11/20/21 12:00,Virtual Zoom,100,11/13/21 10:00
767,Girls in STEAM Mentoring,7/2/24 10:00,7/2/24 12:00,Community Center Room A,100,6/25/24 10:00
768,Web Dev Bootcamp Night,12/6/24 10:00,12/6/24 12:00,Art Studio 2,100,11/29/24 10:00
769,Mentor Office Hours,11/7/21 10:00,11/7/21 12:00,Local Library,100,10/31/21 10:00
770,Mentor Office Hours,2/25/24 10:00,2/25/24 12:00,Local Library,100,2/18/24 10:00
771,Monthly Art Studio Workshop,2/15/24 10:00,2/15/24 12:00,Local Library,100,2/8/24 10:00
772,Data Science Study Group,5/14/25 10:00,5/14/25 12:00,Art Studio 2,100,5/7/25 10:00
773,Mentor Office Hours,12/25/22 10:00,12/25/22 12:00,Art Studio 2,100,12/18/22 10:00
774,Girls in STEAM Mentoring,4/26/22 10:00,4/26/22 12:00,Ella Rises HQ,100,4/19/22 10:00
775,Girls in STEAM Mentoring,8/22/23 10:00,8/22/23 12:00,Community Center Room A,100,8/15/23 10:00
776,Robotics Lab Saturday,4/1/23 10:00,4/1/23 12:00,Ella Rises HQ,100,3/25/23 10:00
777,Mentor Office Hours,1/19/25 10:00,1/19/25 12:00,Ella Rises HQ,100,1/12/25 10:00
778,Data Science Study Group,11/6/24 10:00,11/6/24 12:00,Virtual Zoom,100,10/30/24 10:00
779,Mentor Office Hours,11/19/23 10:00,11/19/23 12:00,Local Library,100,11/12/23 10:00
